time_s,adc,target,integral,error,kp,ki,output_x100,duty
43.14910912513733,2261,2400,1836,139,0.01,0.002,5506,55
43.25710916519165,2256,2400,1850,144,0.01,0.002,5514,55
43.36510944366455,2256,2400,1865,144,0.01,0.002,5517,55
43.47310972213745,2247,2400,1880,153,0.01,0.002,5529,55
43.58110952377319,2248,2400,1895,152,0.01,0.002,5531,55
43.68935513496399,2248,2400,1910,152,0.01,0.002,5534,55
43.79719591140747,2250,2400,1925,150,0.01,0.002,5535,55
43.905192852020264,2252,2400,1940,148,0.01,0.002,5536,55
44.01319193840027,2256,2400,1955,144,0.01,0.002,5535,55
44.12119245529175,2247,2400,1970,153,0.01,0.002,5547,55
44.22819209098816,2253,2400,1985,147,0.01,0.002,5544,55
44.33719229698181,2265,2400,1998,135,0.01,0.002,5535,55
44.445191860198975,2268,2400,2011,132,0.01,0.002,5534,55
44.55219221115112,2256,2400,2026,144,0.01,0.002,5549,55
44.66019320487976,2269,2400,2039,131,0.01,0.002,5539,55
44.76823830604553,2265,2400,2052,135,0.01,0.002,5546,55
44.87623834609985,2272,2400,2065,128,0.01,0.002,5541,55
44.984238147735596,2258,2400,2079,142,0.01,0.002,5558,56
45.092238426208496,2263,2400,2093,137,0.01,0.002,5556,56
45.20047736167908,2264,2400,2107,136,0.01,0.002,5557,56
45.30867910385132,2261,2400,2120,139,0.01,0.002,5563,56
45.41611671447754,2264,2400,2134,136,0.01,0.002,5563,56
45.52412009239197,2265,2400,2148,135,0.01,0.002,5565,56
45.63211941719055,2270,2400,2161,130,0.01,0.002,5562,56
45.74011969566345,2268,2400,2174,132,0.01,0.002,5567,56
45.848119497299194,2268,2400,2187,132,0.01,0.002,5570,56
45.95612359046936,2268,2400,2200,132,0.01,0.002,5572,56
46.064120292663574,2279,2400,2212,121,0.01,0.002,5564,56
46.17211937904358,2276,2400,2225,124,0.01,0.002,5569,56
46.28012013435364,2272,2400,2237,128,0.01,0.002,5576,56
46.38811945915222,2268,2400,2251,132,0.01,0.002,5582,56
46.49611949920654,2273,2400,2263,127,0.01,0.002,5580,56
46.604119300842285,2270,2400,2276,130,0.01,0.002,5585,56
46.712120056152344,2267,2400,2290,133,0.01,0.002,5591,56
